document_id,class_label,source,source_url,format_type,template_id,language,page_count,pii_status,redaction_status,license_status,split,labeled_by,date_added,notes
FIR_ICDAR_0001,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0004-2017-2711__1.jpg
FIR_ICDAR_0012,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0009-2018-3628__1.jpg
FIR_ICDAR_0013,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0010-2017-3678__1.jpg
FIR_ICDAR_0014,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0010-2018-3706__1.jpg
FIR_ICDAR_0015,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0011-2017-4014__1.jpg
FIR_ICDAR_0016,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0011-2018-3453__1.jpg
FIR_ICDAR_0017,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0012-2017-4052__1.jpg
FIR_ICDAR_0018,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0012-2018-3495__1.jpg
FIR_ICDAR_0019,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0013-2017-4063__1.jpg
FIR_ICDAR_0020,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0013-2018-3843__1.jpg
FIR_ICDAR_0021,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0014-2017-4221__1.jpg
FIR_ICDAR_0022,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0014-2018-4861__1.jpg
FIR_ICDAR_0023,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0015-2017-4215__1.jpg
FIR_ICDAR_0024,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0015-2018-5219__1.jpg
FIR_ICDAR_0025,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0016-2017-4225__1.jpg
FIR_ICDAR_0026,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0016-2018-5562__1.jpg
FIR_ICDAR_0027,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0017-2017-4472__1.jpg
FIR_ICDAR_0028,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0017-2018-6685__1.jpg
FIR_ICDAR_0029,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0018-2017-1390__1.jpg
FIR_ICDAR_0030,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0018-2018-9649__1.jpg
FIR_ICDAR_0031,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0019-2017-4398__1.jpg
FIR_ICDAR_0032,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0019-2018-1020__1.jpg
FIR_ICDAR_0033,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0020-2017-4612__1.jpg
FIR_ICDAR_0034,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0020-2018-9535__1.jpg
FIR_ICDAR_0035,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0021-2017-4783__1.jpg
FIR_ICDAR_0036,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0021-2018-2312__1.jpg
FIR_ICDAR_0037,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0022-2017-4797__1.jpg
FIR_ICDAR_0038,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0022-2018-2306__1.jpg
FIR_ICDAR_0039,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=no; original_filename=Airport PSAIRPORT-0023-2017-5205__1.jpg
FIR_ICDAR_0040,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0023-2018-2380__1.jpg
FIR_ICDAR_0041,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0024-2017-5230__1.jpg
FIR_ICDAR_0042,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0024-2018-2372__1.jpg
FIR_ICDAR_0043,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0025-2017-5144__1.jpg
FIR_ICDAR_0044,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0026-2017-5762__1.jpg
FIR_ICDAR_0045,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0026-2018-2718__1.jpg
FIR_ICDAR_0046,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0027-2017-4310__1.jpg
FIR_ICDAR_0047,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0027-2018-3288__1.jpg
FIR_ICDAR_0048,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0028-2017-3873__1.jpg
FIR_ICDAR_0049,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0028-2018-3687__1.jpg
FIR_ICDAR_0050,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0029-2017-4006__1.jpg
FIR_ICDAR_0051,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0029-2018-3721__1.jpg
FIR_ICDAR_0052,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0030-2017-1970__1.jpg
FIR_ICDAR_0053,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0030-2018-3632__1.jpg
FIR_ICDAR_0054,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=no; original_filename=Airport PSAIRPORT-0031-2017-1952__1.jpg
FIR_ICDAR_0055,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0031-2018-3685__1.jpg
FIR_ICDAR_0056,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0032-2017-1992__1.jpg
FIR_ICDAR_0057,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0032-2018-3668__1.jpg
FIR_ICDAR_0058,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0033-2017-1971__1.jpg
FIR_ICDAR_0059,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0033-2018-3668__1.jpg
FIR_ICDAR_0060,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0034-2017-1907__1.jpg
FIR_ICDAR_0061,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0034-2018-3706__1.jpg
FIR_ICDAR_0062,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0035-2017-1998__1.jpg
FIR_ICDAR_0063,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0035-2018-3809__1.jpg
FIR_ICDAR_0064,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0036-2017-2353__1.jpg
FIR_ICDAR_0065,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0036-2018-3858__1.jpg
FIR_ICDAR_0066,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0037-2017-2758__1.jpg
FIR_ICDAR_0067,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0037-2018-3277__1.jpg
FIR_ICDAR_0068,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0038-2017-3070__1.jpg
FIR_ICDAR_0069,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0038-2018-3233__1.jpg
FIR_ICDAR_0070,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0039-2017-3123__1.jpg
FIR_ICDAR_0071,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0039-2018-3100__1.jpg
FIR_ICDAR_0072,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0040-2017-3229__1.jpg
FIR_ICDAR_0073,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0040-2018-3130__1.jpg
FIR_ICDAR_0074,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0041-2017-3309__1.jpg
FIR_ICDAR_0075,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0041-2018-3121__1.jpg
FIR_ICDAR_0076,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0042-2017-3277__1.jpg
FIR_ICDAR_0077,FIR,FIR_Dataset_ICDAR2023,https://github.com/LegalDocumentProcessing/FIR_Dataset_ICDAR2023,jpg,,mixed/unknown,1,contains_pii,not_redacted,repository_MIT_verify_data_license,pending,dataset_provenance,2026-09-08,Source group: Airport; field_annotations=yes; original_filename=Airport PSAIRPORT-0042-2018-3079__1.jpg
